,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
594,0,18,1,0,1,4,4,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
595,1,18,1,1,1,4,4,1,1,0,0,1,0,1,1,1,1,0,5,4,5,1,1,5,3,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
596,0,17,1,0,1,4,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,18,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
597,0,18,0,0,1,2,2,3,2,1,0,0,0,1,1,1,0,1,4,3,3,1,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
598,1,18,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8,11,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
599,1,18,0,0,1,4,4,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5,14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
600,1,17,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
601,0,18,1,0,1,2,2,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
602,0,18,1,1,1,2,2,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,13,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
603,0,18,0,1,0,4,2,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
604,0,18,1,0,1,1,1,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
605,0,19,1,0,1,1,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
606,0,17,1,0,1,4,2,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
607,0,17,0,1,0,2,1,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
608,0,18,1,1,0,1,1,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,11,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
609,0,18,1,0,1,1,2,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,12,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
610,0,19,0,0,0,1,1,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
611,0,18,0,0,1,2,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
612,1,17,0,0,1,4,3,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,11,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
613,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
614,0,17,0,0,1,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
615,0,17,1,1,0,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,15,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
616,1,18,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
617,0,18,1,1,1,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
618,0,18,0,1,0,1,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,15,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
619,0,18,1,0,1,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
620,0,17,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
621,0,17,0,0,1,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
622,1,18,0,0,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
623,1,18,1,1,1,4,4,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,16,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
624,0,17,0,0,1,1,1,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
625,0,18,1,0,1,2,3,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
626,0,18,0,0,1,4,4,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
627,1,18,0,1,1,1,2,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
628,0,17,1,0,1,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,12,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
629,0,17,0,0,1,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
630,0,18,0,1,1,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
631,0,18,0,0,1,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,12,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
632,0,19,0,0,1,1,1,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,9,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
633,0,18,0,1,1,4,4,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,14,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
634,0,18,1,0,1,3,3,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
635,0,17,0,0,1,3,1,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
636,1,18,1,0,1,4,4,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,19,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
637,1,18,0,0,1,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
638,1,17,1,0,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,16,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
639,1,19,0,0,1,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
640,1,18,0,0,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
641,0,18,0,0,1,2,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
642,0,17,1,0,1,4,3,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
643,0,18,0,0,1,4,4,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,10,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
644,0,19,0,0,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
645,0,18,1,1,1,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,16,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
646,0,18,1,0,1,1,1,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,9,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
647,1,17,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
648,1,18,0,1,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,11,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
